旅宿民稱,地址,電話,官方網站,總房間數,定價,星級
玫瑰願瑾民宿,臺東縣臺東市興航街96號,089-232518,http://www.rosecottage.com.tw,4間,NT$3800-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
梅花鹿庭園民宿,臺東縣成功鎮三民里20鄰三民路166-1號,0933-657620,-,5間,NT$4200-6200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
亞灣飯店,臺東縣卑南鄉溫泉村鎮樂1號1-6樓,089-510007,http://www.yawan.com.tw,152間,NT$3500-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
楓香白樺莊園民宿,臺東縣關山鎮豐泉里長興路12-8號,089-812559,-,3間,NT$4600-4600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
弋式風莊園民宿,臺東縣關山鎮崁頂59之1號,089-814553,http://www.itsf.idv.tw,5間,NT$4600-8400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
戀戀火燒島民宿,臺東縣綠島鄉南寮村漁港1-80號,089-672189,-,2間,NT$6800-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
真善居民宿,臺東縣臺東市康樂路30號,0937-182125,-,5間,NT$3600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
3520民宿,臺東縣臺東市新站二街38號,0912-993520,http://www.travel123.com.tw/bnb/3520.htm,5間,NT$6000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
藍天山丘民宿,臺東縣關山鎮里壠里3鄰和平路2之26號,0933-720808,http://www.bs0933720808.com.tw/,5間,NT$3200-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
花現池上民宿,臺東縣池上鄉福原村15鄰慶福路52巷13號,0953-488118,-,3間,NT$2200-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
灰黑橘黃民宿,臺東縣長濱鄉三間村三間屋1-7號,09-75700312,http://color4.tw,4間,NT$2800-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
金樽大飯店,臺東縣臺東市富貴街69號,089-511228,-,167間,NT$3800-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
明月小築,臺東縣綠島鄉南寮村南寮93號,089-672187,-,4間,NT$1200-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
達利月光民宿,臺東縣臺東市漢陽北路213巷29號,0912-428799,-,4間,NT$3600-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
鐵馬驛棧民宿,臺東縣臺東市吉林路2段616巷1號,0913-908082,-,3間,NT$1500-2300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
富野大飯店,臺東縣卑南鄉溫泉村龍泉路30之2號5樓之41等326間,089-515005,http://www.hoyaresort.com.tw/chihpen/,326間,NT$5720-8360(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
玲華園民宿,臺東縣綠島鄉公館村柴口95號,089-672015,-,3間,NT$2500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
花田村民宿,臺東縣關山鎮德高里忠慶50-2號,0922-805168,https://taitung.fun-taiwan.com/HouseDetailView.aspx?hid=003-354,4間,NT$3980-4980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
嚕嚕米的家民宿,臺東縣綠島鄉南寮村南寮17-1號,0932-582193,http://lulumi.ludao.tw/,5間,NT$3500-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
奇遇民宿,臺東縣卑南鄉溫泉村1鄰民生66號,06-2090452,-,3間,NT$5000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
泰源山莊民宿,臺東縣東河鄉泰源村本部落32號,"089-891268,892268",http://www.taconet.com.tw/Tai_Yuan_Hotel/,5間,NT$2000-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
綠漾民宿,臺東縣臺東市永樂里1鄰民航路653巷22號,0937-391218,-,3間,NT$2600-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
春語民宿,臺東縣鹿野鄉龍田村南一路338號,0932-151823,http://luye.taitungminsu.com.tw/bnb/bellacasa.htm,5間,NT$3000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
358民宿,臺東縣臺東市臨海路三段358號,089-353939,-,5間,NT$4800-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
伊娃民宿,臺東縣臺東市更生北路575巷37號,0928-875355,http://taitung.taitungminsu.com.tw/bnb/yiwa.htm,5間,NT$2400-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
鐵道村民宿,臺東縣臺東市新生路359號,0937-397551,http://www.ufo29.idv.tw/,2間,NT$1600-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
椰子海岸民宿,臺東縣卑南鄉富山村杉原150號,089-281022,http://www.coconutbeach.com.tw,5間,NT$4000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
福田民宿,臺東縣關山鎮里壠里6鄰民族路59號,0912-227327,http://www.guanshan-fukuda.com,5間,NT$4500-7000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
紅冠水雉蓮園民宿,臺東縣臺東市知本里2鄰知本路二段891巷66號,089-512867,-,3間,NT$3600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
函漾汽車旅館,臺東縣臺東市中華路二段180巷2至70號1-2樓,089-351085,http://www.young-motel.com,31間,NT$4200-6500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2
望海軒民宿,臺東縣綠島鄉公館村柴口路33號,089-672838,-,5間,NT$1000-1600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
英倫旅店,臺東縣臺東市中華路一段564號,089-324150,-,30間,NT$2800-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
叢森民宿,臺東縣臺東市豐年里中興路3段579巷106弄19號,0916-354089,-,2間,NT$1500-1500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
望山樓民宿,臺東縣海端鄉霧鹿村下馬14-1號,089-935086,http://siama.tdbnb.net/,5間,NT$1600-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
春夏秋冬民宿,臺東縣關山鎮里壠里22鄰水源街2巷1號,0963-274912,-,5間,NT$3500-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
幸福小築民宿,臺東縣成功鎮三仙里芝田路1-68號,0912-198577,http://happinesshouse.tdbnb.net/,5間,NT$5000-7000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
芝田賀野民宿,臺東縣成功鎮三仙里芝田路186-8號,0955-020754,-,5間,NT$3500-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
暮光別墅民宿,臺東縣東河鄉興昌村1鄰南八里8-12號,089-531536,http://lucentspa.com.tw/,4間,NT$25000-25000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
宏婷軒民宿,臺東縣臺東市國泰街121號,0912-238001,http://www.tw5168.com.tw/hotelsite/rooms.php?uid=113,5間,NT$5000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
台東霖園海景別莊休閒民宿,臺東縣東河鄉隆昌村七里橋1-1號,089-541253,http://linyuan.ttcplay.tw/,5間,NT$3600-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
四季春民宿,臺東縣卑南鄉泰安村泰安344號,089-382912,-,1間,NT$8000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
臺東加路蘭部落,臺東縣臺東市富岡里合江路174巷57號,089-343523,-,3間,NT$2000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
富悅民宿,臺東縣臺東市吉林路二段700號,089-281429,-,5間,NT$2500-5200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
錦平民宿,臺東縣海端鄉廣原村錦屏80號,089-935007,-,5間,NT$2000-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
梅蓮民宿,臺東縣綠島鄉中寮村中寮52號,089-672538,-,2間,NT$1400-1800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
桃花園渡假村,臺東縣臺東市建興路99號,089-511228,-,5間,NT$4600-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
臻緹彩虹屋民宿,臺東縣成功鎮忠孝里石傘路77-55號,0932-059519,http://www.jenti-7755.com.tw,5間,NT$5000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
換鵝山房民宿,臺東縣池上鄉福原村中正路45號,089-862415,-,5間,NT$2500-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
木頭人民宿,臺東縣臺東市新生里40鄰傳廣路360巷165號,0970-110905,-,5間,NT$3200-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
悦夜民宿,臺東縣臺東市志航路1段412巷26弄35號,0915-886883,-,5間,NT$2800-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
同心圓民宿,臺東縣綠島鄉南寮村南寮320號,0980-817722,-,4間,NT$1200-1200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
楓雅商旅店,臺東縣臺東市中興路3段639巷3號,0980-951539,-,37間,NT$3500-7000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
居之安民宿,臺東縣池上鄉福原村忠孝路219號,0932-661703,-,4間,NT$2500-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
甜心藝宿民宿,臺東縣臺東市興安路一段200巷21弄31號,0912-238001,http://www.tw5168.com.tw/hotelsite/rooms.php?uid=104,5間,NT$6500-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
阿公走走民宿,臺東縣臺東市泰安街21號,0975-117016,-,8間,NT$4800-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
蘑菇城堡民宿,臺東縣臺東市富裕路502巷11弄30號,0918-029985,-,5間,NT$4500-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
台北城民宿,臺東縣臺東市文昌路129號1-3樓,089-236550,-,5間,NT$3200-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
綺麗渡假村,臺東縣鹿野鄉中華路一段260號,089-551556,http://www.cltaiwan.com,218間,NT$30000-50000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3
聚樂山莊,臺東縣東河鄉都蘭村46鄰新社30-6號,089-530368,-,5間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
精典民宿,臺東縣臺東市廣東路195號,089-341052,http://www.love-taitung.com/classic//,5間,NT$2000-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
旭海民宿,臺東縣成功鎮民豐街2號,089-850008,http://xuhui.travel123.tw/index.htm,3間,NT$1600-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
喜樂民宿,臺東縣海端鄉利稻村文化14-3號,089-938067,-,5間,NT$1200-1700(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
自己來小旅宿,臺東縣臺東市仁八街26號,0979-499913,-,5間,NT$1000-1500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
彩虹馬民宿,臺東縣臺東市自強里32鄰開封街805巷12號,0986-643928,-,4間,NT$4600-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
宸舍,臺東縣鹿野鄉瑞隆村11鄰新源路36號,089-580985,-,4間,NT$2800-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
